epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
1,18.775953216552736,0.1075,17.905317624409992,0.097222224,2.3033948
2,17.147763061523438,0.10375,16.36118221282959,0.098958336,2.3012378
3,15.676476707458496,0.1125,14.971914927164713,0.098958336,2.29889
4,14.353865127563477,0.10125,13.718890137142605,0.055555556,2.2996278
5,13.162502212524414,0.11875,12.590634028116861,0.088541664,2.3000207
6,12.090048751831056,0.08875,11.573507679833305,0.07638889,2.3011136
7,11.119736213684082,0.13125,10.659332964155409,0.074652776,2.2981472
8,10.244065628051757,0.14,9.838549190097385,0.097222224,2.2936165
9,9.456489028930664,0.115,9.101391209496391,0.057291668,2.2903602
10,8.741483726501464,0.15375,8.442825688256157,0.0625,2.2802846
11,8.10048704147339,0.15625,7.858239359325832,0.105902776,2.2717779
12,7.532189617156982,0.1375,7.330881065792507,0.11111111,2.2682333
13,7.018616733551025,0.14375,6.871810489230686,0.105902776,2.2572443
14,6.557763786315918,0.18375,6.464945104387072,0.105902776,2.2458582
15,6.134347324371338,0.18125,6.10176067882114,0.11631945,2.2250907
16,5.757979545593262,0.13875,5.7894101937611895,0.13541667,2.2095134
17,5.416917285919189,0.1675,5.5235039658016625,0.114583336,2.18962
18,5.109010562896729,0.195,5.290983729892307,0.12326389,2.1687171
19,4.839867477416992,0.1875,5.0945425563388405,0.14409722,2.1560276
20,4.581430912017822,0.23875,4.903810766008165,0.090277776,2.1286876
21,4.405074901580811,0.19,4.687218613094753,0.07638889,2.159074
22,4.146918325424195,0.245,4.596763028038873,0.06423611,2.0846632
23,3.985623588562012,0.25,4.491118590037028,0.067708336,2.0848196
24,3.8010151290893557,0.23,4.418388022316827,0.06423611,2.0462496
25,3.667735424041748,0.26125,4.266272134251064,0.08680555,2.0461862
26,3.5349449729919433,0.265,4.186709456973606,0.098958336,2.0335286
27,3.4183695125579834,0.28375,4.104383813010322,0.07986111,2.024509
28,3.3194448471069338,0.27375,4.032931804656982,0.07986111,2.0210688
29,3.2469146633148194,0.25,3.926106188032362,0.07986111,2.039318
30,3.1340476512908935,0.27125,3.8605912261539035,0.10243055,2.0077393
31,3.0313331699371338,0.29625,3.8489708767996893,0.097222224,1.9750904
32,2.9675733184814455,0.28125,3.790193703439501,0.13194445,1.9741771
33,2.9067591857910156,0.2575,3.719988955391778,0.053819444,1.972973
34,2.83939884185791,0.26125,3.7264355023701987,0.07986111,1.9592057
35,2.7845716953277586,0.265,3.7603962818781533,0.06423611,1.9510919
36,2.7499855613708495,0.29375,3.659180270300971,0.074652776,1.9589033
37,2.6837378215789793,0.2925,3.635738796657986,0.07986111,1.9343555
38,2.6199943923950197,0.30375,3.6817174090279474,0.06944445,1.9069088
39,2.5805023860931398,0.3075,3.6556245353486805,0.08680555,1.8987504
40,2.5131597900390625,0.3175,3.655407428741455,0.055555556,1.8603989
41,2.513487901687622,0.3075,3.6217016776402793,0.067708336,1.88843
42,2.468698616027832,0.32,3.62642510732015,0.072916664,1.8701924
43,2.4347703742980955,0.32,3.584588646888733,0.06944445,1.8590316
44,2.3559216022491456,0.35,3.6255083084106445,0.08506945,1.7988422
45,2.3610352420806886,0.34875,3.650662554634942,0.08680555,1.819593
46,2.419066562652588,0.3075,3.4857335090637207,0.08680555,1.9007492
47,2.3736115074157715,0.30875,3.4779981242285833,0.088541664,1.8743461
48,2.320863780975342,0.30625,3.572406702571445,0.09201389,1.8343083
49,2.3082258605957033,0.33125,3.5441370407740274,0.048611112,1.8344855
50,2.277628469467163,0.315,3.497692492273119,0.12326389,1.8178864
51,2.2141789627075195,0.365,3.6528990268707275,0.088541664,1.7659957
52,2.23219690322876,0.33625,3.5740396711561413,0.105902776,1.7935377
53,2.2269754123687746,0.31125,3.58575615617964,0.081597224,1.8000679
54,2.203673286437988,0.32125,3.5787430471844144,0.083333336,1.7844174
55,2.2038600301742552,0.35125,3.6147739622328015,0.07118055,1.7932804
56,2.1744715070724485,0.34125,3.659230444166395,0.08506945,1.7707665
57,2.2246047925949095,0.33,3.473110649320814,0.09375,1.8304565
58,2.1789071989059448,0.32875,3.5775629149542914,0.074652776,1.7932509
59,2.115162606239319,0.37625,3.665345827738444,0.08506945,1.7333386
60,2.2032644510269166,0.3125,3.543666124343872,0.057291668,1.8288716
61,2.1927514123916625,0.32375,3.4757087098227606,0.098958336,1.8300623
62,2.1101652717590333,0.3525,3.572615663210551,0.11631945,1.7520097
63,2.1288355875015257,0.35,3.5893294413884482,0.06944445,1.7747052
64,2.1291855907440187,0.33375,3.48667573928833,0.083333336,1.7804152
65,2.12902054309845,0.3325,3.502710633807712,0.055555556,1.784633
66,2.1404263544082642,0.32375,3.4149458408355713,0.09548611,1.803815
67,2.098652663230896,0.3475,3.5227698617511325,0.114583336,1.7655919
68,2.088528938293457,0.3625,3.5703558259540134,0.06423611,1.7564142
69,2.0786725902557373,0.35875,3.4530833032396107,0.140625,1.7482227
70,2.0845123720169068,0.36125,3.5716401868396335,0.10243055,1.759134
71,2.064198727607727,0.36875,3.6323295169406467,0.112847224,1.7409068
72,2.0794231700897217,0.34625,3.5296036269929676,0.08680555,1.7597629
73,2.0175447130203246,0.36875,3.6074123515023127,0.112847224,1.7031995
74,1.9712109375,0.3925,3.765620125664605,0.078125,1.6565385
75,2.0366876983642577,0.37125,3.5718234380086265,0.098958336,1.7254364
76,2.0087476444244383,0.38125,3.6346348789003162,0.10763889,1.7015349
77,2.001184763908386,0.3625,3.613105164633857,0.09375,1.6977321
78,1.9837392520904542,0.39125,3.638995157347785,0.10243055,1.680902
79,2.024619493484497,0.36375,3.5604134533140392,0.078125,1.7262695
80,1.99525390625,0.36625,3.589938931994968,0.109375,1.7008743
81,2.020345311164856,0.3675,3.6406466828452215,0.105902776,1.7269177
82,1.9911590576171876,0.38,3.53129604127672,0.10069445,1.7017987
83,1.9384187459945679,0.39875,3.4757816394170127,0.11631945,1.6520584
84,2.035215826034546,0.3525,3.5039145284228854,0.081597224,1.7523172
85,1.9929825019836427,0.36125,3.396474997202555,0.112847224,1.7119194
86,1.9659256792068482,0.38,3.5969601604673596,0.109375,1.683735
87,2.0117020273208617,0.36125,3.525106906890869,0.11111111,1.7319299
88,1.942111201286316,0.3525,3.6209283537334866,0.121527776,1.6633334
89,1.94129487991333,0.38125,3.6039469374550714,0.09375,1.6612756
90,1.936281032562256,0.39625,3.677979032198588,0.104166664,1.6589057
91,1.9313994359970093,0.395,3.526802897453308,0.083333336,1.659312
92,1.9494642114639282,0.395,3.5758449766370983,0.078125,1.6786189
93,1.9608317089080811,0.38,3.6100991566975913,0.090277776,1.6927835
94,1.9876837873458861,0.365,3.4437979327307806,0.114583336,1.7224394
95,1.8944472217559813,0.4,3.732849372757806,0.08506945,1.6292632
96,1.9549387836456298,0.38625,3.558352894253201,0.097222224,1.68915
97,1.9250175046920777,0.38375,3.6559768385357327,0.112847224,1.6612734
98,1.8806993770599365,0.4,3.701339761416117,0.09375,1.6178552
99,1.9104826688766479,0.37875,3.5899543364842734,0.10069445,1.6490495
100,1.949723515510559,0.39875,3.5800427198410034,0.07986111,1.6903634
